Key,Screen/Context,English,Urdu,Roman Urdu,Notes
postJobHowInspectionStep3,Uncategorised,"Accept his quote and continue, or get offers from other Ustaads — your choice.",اس کی قیمت قبول کر کے جاری رکھیں، یا دوسرے استادوں سے آفرز لیں — آپ کی مرضی۔,"Uska quote accept kar ke jari rakhein, ya doosre Ustaadon se offers lein — aap ki marzi.","""How inspection works"" card, step 3"
cancelReasonNoLongerNeeded,Uncategorised,I no longer need the service,اب سروس کی ضرورت نہیں,Ab service ki zarurat nahi,Cancellation reason label. The stored value is fixed in ClientCancelReason.
cancelReasonBookedByMistake,Uncategorised,I booked it by mistake,بکنگ غلطی سے ہو گئی,Booking ghalti se ho gayi,Cancellation reason label. The stored value is fixed in ClientCancelReason.
cancelReasonProblemSolved,Uncategorised,The problem sorted itself out,مسئلہ خود حل ہو گیا,Masla khud hal ho gaya,Cancellation reason label. The stored value is fixed in ClientCancelReason.
cancelReasonTimingNotSuitable,Uncategorised,The time or date does not suit me,وقت یا تاریخ مناسب نہیں,Waqt ya tareekh munasib nahi,Cancellation reason label. The stored value is fixed in ClientCancelReason.
cancelReasonPriceNotSuitable,Uncategorised,The price or budget does not suit me,قیمت یا بجٹ مناسب نہیں,Qeemat ya budget munasib nahi,Cancellation reason label. The stored value is fixed in ClientCancelReason.
cancelReasonCannotReachUstaad,Uncategorised,I cannot reach the Ustaad,استاد سے رابطہ نہیں ہو رہا,Ustaad se rabta nahi ho raha,"Cancellation reason label, shown only when an Ustaad is assigned."
cancelReasonUstaadRunningLate,Uncategorised,The Ustaad is running very late,استاد بہت دیر کر رہا ہے,Ustaad bohat dair kar raha hai,"Cancellation reason label, shown only when an Ustaad is assigned."
cancelReasonOther,Uncategorised,Another reason,دوسری وجہ,Dusri wajah,Free-text cancellation reason sentinel; picking it reveals a text field.
bookingAgreedPrice,Bookings,Agreed Price,طے شدہ قیمت,Tay shuda qeemat,"Booking details: the amount agreed with the hired Ustaad, matching the figure Track Worker shows"
inspRepairHintElectrical,Uncategorised,e.g. replace the MCB and redo the socket wiring,مثلاً ایم سی بی بدلیں اور ساکٹ کی وائرنگ دوبارہ کریں,Maslan MCB badlein aur socket ki wiring dobara karein,Recommended-repair example for Electrician bookings
inspRepairHintPlumbing,Uncategorised,e.g. replace the leaking pipe and fit a new valve,مثلاً لیک ہوتا پائپ بدلیں اور نیا والو لگائیں,Maslan leak hota pipe badlein aur naya valve lagayein,Recommended-repair example for Plumber bookings
inspRepairHintAc,Uncategorised,e.g. refill the gas and replace the capacitor,مثلاً گیس بھروائیں اور کیپیسیٹر بدلیں,Maslan gas bharwayein aur capacitor badlein,Recommended-repair example for AC Technician bookings
inspRepairHintCarpentry,Uncategorised,e.g. replace the hinges and straighten the door frame,مثلاً قبضے بدلیں اور دروازے کا فریم سیدھا کریں,Maslan qabzay badlein aur darwazay ka frame seedha karein,Recommended-repair example for Carpenter bookings
inspRepairHintPainting,Uncategorised,"e.g. apply putty and primer, then two coats of emulsion",مثلاً پٹی اور پرائمر لگائیں، پھر ایملشن کے دو کوٹ,"Maslan putty aur primer lagayein, phir emulsion ke do coat",Recommended-repair example for Painter bookings
inspRepairHintFallback,Uncategorised,e.g. what work is needed to fix it,مثلاً اسے ٹھیک کرنے کے لیے کیا کام درکار ہے,Maslan ise theek karne ke liye kya kaam darkar hai,Trade-neutral recommended-repair example for a category with no tailored hint
inspPartHintElectrical,Uncategorised,"e.g. MCB, switch, socket",مثلاً ایم سی بی، سوئچ، ساکٹ,"Maslan MCB, switch, socket",Part-name example for Electrician bookings
inspPartHintPlumbing,Uncategorised,"e.g. pipe, valve, tap",مثلاً پائپ، والو، ٹونٹی,"Maslan pipe, valve, tonti",Part-name example for Plumber bookings
inspPartHintAc,Uncategorised,"e.g. gas refill, capacitor, compressor",مثلاً گیس ری فل، کیپیسیٹر، کمپریسر,"Maslan gas refill, capacitor, compressor",Part-name example for AC Technician bookings
inspPartHintCarpentry,Uncategorised,"e.g. hinges, plywood, door frame",مثلاً قبضے، پلائی ووڈ، دروازے کا فریم,"Maslan qabzay, plywood, darwazay ka frame",Part-name example for Carpenter bookings
inspPartHintPainting,Uncategorised,"e.g. primer, putty, emulsion",مثلاً پرائمر، پٹی، ایملشن,"Maslan primer, putty, emulsion",Part-name example for Painter bookings
inspHintPainting,Uncategorised,"e.g. paint is peeling, damp patch on the wall...",مثلاً پینٹ اکھڑ رہا ہے، دیوار پر سیلن...,"Maslan paint ukhar raha hai, deewar par seelan...",Issue example for Painter bookings
agreementViewerTitle,Uncategorised,Agreement,معاہدہ,Muahida,
agreementLoadFailed,Uncategorised,Could not load the agreement. Please try again.,معاہدہ لوڈ نہیں ہو سکا۔ براہِ کرم دوبارہ کوشش کریں۔,Muahida load nahi ho saka. Dobara koshish karein.,
agreementUnavailableForTrade,Uncategorised,No approved agreement is available for your selected trade yet. Please contact HandyGo support.,آپ کے منتخب کام کے لیے ابھی کوئی منظور شدہ معاہدہ دستیاب نہیں۔ براہِ کرم HandyGo سپورٹ سے رابطہ کریں۔,Aap ke muntakhab kaam ke liye abhi koi manzoor shuda muahida mojood nahi hai. Bara-e-karam HandyGo support se rabta karein.,
agreementLanguageChip,Uncategorised,Agreement Language: {language},معاہدے کی زبان: {language},Muahide ki zubaan: {language},"Placeholders: {language} | {language} is a localized language name, e.g. Roman Urdu."
agreementTradeChip,Uncategorised,Trade: {trade},کام: {trade},Kaam: {trade},"Placeholders: {trade} | {trade} is a localized trade name, e.g. Electrician."
agreementLanguageNotice,Uncategorised,This approved legal agreement is currently available in Roman Urdu.,یہ منظور شدہ قانونی معاہدہ فی الحال صرف رومن اردو میں دستیاب ہے۔,Yeh manzoor shuda legal muahida filhaal sirf Roman Urdu mein mojood hai.,
agreementLanguageRomanUrdu,Uncategorised,Roman Urdu,رومن اردو,Roman Urdu,
agreementLanguageEnglish,Uncategorised,English,انگریزی,English,
agreementLanguageUrdu,Uncategorised,Urdu,اردو,Urdu,
agreementAcceptCheckbox,Uncategorised,I have read and accept this agreement.,میں نے یہ معاہدہ پڑھ لیا ہے اور اسے قبول کرتا ہوں۔,Main ne yeh muahida parh liya hai aur ise qabool karta hoon.,
agreementViewBeforeAccepting,Uncategorised,Open and read the agreement before accepting it.,قبول کرنے سے پہلے معاہدہ کھول کر پڑھیں۔,Qabool karne se pehle muahida khol kar parhein.,
agreementAcceptRequired,Uncategorised,This agreement must be accepted.,یہ معاہدہ قبول کرنا لازمی ہے۔,Yeh muahida qabool karna lazmi hai.,
agreementTradeChangedReopen,Uncategorised,Your main trade changed. Open and accept the trade agreement again.,آپ کا مرکزی کام تبدیل ہو گیا ہے۔ کام سے متعلق معاہدہ دوبارہ کھول کر قبول کریں۔,Aap ka main kaam tabdeel ho gaya hai. Trade wala muahida dobara khol kar qabool karein.,
agreementsLoadFailed,Uncategorised,Agreements could not be loaded.,معاہدے لوڈ نہیں ہو سکے۔,Muahide load nahi ho sake.,
agreementsAllThreeRequired,Uncategorised,Open and accept all three agreements before submitting.,جمع کرانے سے پہلے تینوں معاہدے کھول کر قبول کریں۔,Submit karne se pehle teenon muahide khol kar qabool karein.,
workerFatherName,Ustaad,Father's Name,والد کا نام,Walid ka naam,
workerFatherNameRequired,Ustaad,Father's name is required.,والد کا نام لازمی ہے۔,Walid ka naam lazmi hai.,
workerDateOfBirth,Ustaad,Date of Birth,تاریخِ پیدائش,Tareekh-e-Paidaish,
workerDateOfBirthHint,Ustaad,Select your date of birth,اپنی تاریخِ پیدائش منتخب کریں,Apni tareekh-e-paidaish muntakhab karein,
workerDateOfBirthRequired,Ustaad,Date of birth is required.,تاریخِ پیدائش لازمی ہے۔,Tareekh-e-paidaish lazmi hai.,
workerEmergencyContact,Ustaad,Emergency Contact (optional),ہنگامی رابطہ (اختیاری),Emergency Contact (ikhtiyari),
workerEmergencyContactHint,Ustaad,Name and phone number,نام اور فون نمبر,Naam aur phone number,
workerAcceptedAgreementsTitle,Ustaad,My Agreements,میرے معاہدے,Mere Muahide,
workerAcceptedAgreementsEmpty,Ustaad,You have not accepted any agreements yet.,آپ نے ابھی تک کوئی معاہدہ قبول نہیں کیا۔,Aap ne abhi tak koi muahida qabool nahi kiya.,
agreementAcceptedOn,Uncategorised,Accepted on {date},قبول کیا گیا: {date},Qabool kiya gaya: {date},Placeholders: {date} | {date} is an already-formatted date.
agreementAcceptanceId,Uncategorised,Acceptance ID: {id},تصدیقی نمبر: {id},Acceptance ID: {id},Placeholders: {id} | {id} is the backend acceptance identifier and is never translated.
agreementDownload,Uncategorised,Download,ڈاؤن لوڈ,Download,
agreementDownloadInProgress,Uncategorised,Downloading agreement...,معاہدہ ڈاؤن لوڈ ہو رہا ہے...,Muahida download ho raha hai...,
agreementDownloadSaved,Uncategorised,Agreement saved to {path},معاہدہ محفوظ ہو گیا: {path},Muahida save ho gaya: {path},Placeholders: {path} | {path} is a file system path and is never translated.
agreementDownloadFailed,Uncategorised,Could not download the agreement. Please try again.,معاہدہ ڈاؤن لوڈ نہیں ہو سکا۔ براہِ کرم دوبارہ کوشش کریں۔,Muahida download nahi ho saka. Dobara koshish karein.,
customerAgreementTitle,Uncategorised,"Customer Terms, Booking Rules & Privacy Notice",کسٹمر شرائط، بکنگ قواعد اور پرائیویسی نوٹس,"Customer Terms, Booking Rules aur Privacy Notice",
customerAgreementCheckboxLabel,Uncategorised,I have read and agree to these Terms and Privacy Notice.,میں نے یہ شرائط اور پرائیویسی نوٹس پڑھ لیے ہیں اور ان سے رضامند ہوں۔,Main ne ye Terms aur Privacy Notice parh liye hain aur in se razamand hoon.,
customerAgreementIAgree,Uncategorised,I Agree,میں رضامند ہوں,Main Razamand Hoon,
customerAgreementViewDownloadPdf,Uncategorised,View/Download PDF,پی ڈی ایف دیکھیں/ڈاؤن لوڈ کریں,PDF Dekhein/Download Karein,
customerAgreementSaveFailed,Uncategorised,Acceptance could not be saved. Please try again.,منظوری محفوظ نہیں ہو سکی۔ دوبارہ کوشش کریں۔,Acceptance save nahi ho saki. Dobara koshish karein.,
customerAgreementEffectiveDateNote,Uncategorised,Effective from the date you accept below.,یہ آپ کی نیچے دی گئی منظوری کی تاریخ سے مؤثر ہے۔,Yeh aap ki neeche di gayi acceptance ki tareekh se effective hai.,
customerAgreementHistoryTitle,Uncategorised,Accepted Agreements,منظور شدہ معاہدے,Manzoor Shuda Muahiday,
workerSubmittedDetails,Ustaad,Submitted Details,جمع کرائی گئی تفصیلات,Jama karai gayi tafseelat,
workerViewSubmittedDetails,Ustaad,View Submitted Details,جمع کرائی گئی تفصیلات دیکھیں,Jama karai gayi tafseelat dekhein,
workerDetailsReadOnlyNotice,Ustaad,Your profile is approved. These details are locked and cannot be changed.,آپ کی پروفائل منظور ہو چکی ہے۔ یہ تفصیلات مقفل ہیں اور تبدیل نہیں کی جا سکتیں۔,Aap ki profile manzoor ho chuki hai. Yeh tafseelat lock hain aur tabdeel nahi ki ja sakti.,
workerVerificationStatus,Ustaad,Verification Status,تصدیق کی حالت,Tasdeeq ki haalat,
workerMainTrade,Ustaad,Main Trade,مرکزی ہنر,Markazi hunar,
workerSuspendedMessage,Ustaad,Your HandyGo account has been suspended. Please contact Support for more information.,آپ کا HandyGo اکاؤنٹ معطل کر دیا گیا ہے۔ مزید معلومات کے لیے سپورٹ سے رابطہ کریں۔,Aapka HandyGo account suspend kar diya gaya hai. Mazeed maloomat ke liye Support se rabta karein.,Full-screen lock shown to a WorkerStatus.SUSPENDED Ustaad — the only content on that screen
workerSuspendedContactSupport,Ustaad,Contact Support,سپورٹ سے رابطہ کریں,Support se Rabta Karein,Button on the suspended-account screen that dials HandyGo Support
earningGrossEarnings,Earnings,Gross Earnings,کل کمائی,Total Kamai,Label for the pre-commission total on Worker Earning History
earningCommissionLabel,Earnings,HandyGo Commission (18%),HandyGo کمیشن (18%),HandyGo Commission (18%),Label for HandyGo's 18% platform commission line
earningUstaadEarnings,Earnings,Ustaad Earnings,اُستاد کی کمائی,Ustaad Ki Kamai,"Label for Gross - Commission, the amount the Ustaad actually keeps"
earningCommissionStatusLabel,Earnings,Commission Status,کمیشن اسٹیٹس,Commission Status,Label above the Pending/Paid chip on each earning history job
earningStatusPaid,Earnings,Paid,ادا شدہ,Paid,Commission settled by admin for this job
notificationsPermissionOffMessage,Notifications,Notifications are off. Allow notifications to receive booking and job updates.,نوٹیفکیشن بند ہیں۔ بکنگ اور جاب اپ ڈیٹس حاصل کرنے کے لیے نوٹیفکیشن کی اجازت دیں۔,Notifications band hain. Booking aur job updates hasil karne ke liye notifications allow karein.,Shown as a non-blocking recovery row in Profile/Settings when notification permission is denied or permanently denied
notificationsAllowAction,Notifications,Allow Notifications,نوٹیفکیشن کی اجازت دیں,Notifications Allow Karein,Button that (re)requests notification permission from the Profile/Settings recovery row
locationPermissionRequiredMessage,Uncategorised,Location permission is required.,لوکیشن کی اجازت ضروری ہے۔,Location ki permission zaroori hai.,Shown when location permission was denied but can still be requested again
locationAllowAction,Uncategorised,Allow Location,لوکیشن کی اجازت دیں,Location Allow Karein,Button that (re)requests location permission
locationPermanentlyDeniedMessage,Uncategorised,Allow location permission from Settings.,لوکیشن کی اجازت سیٹنگز سے فعال کریں۔,Location permission Settings se allow karein.,Shown when location permission was permanently denied — the OS will not show the request dialog again
locationGpsOffMessage,Uncategorised,Your phone's Location/GPS is off. Turn it on to continue.,آپ کے فون کی لوکیشن/GPS بند ہے۔ جاری رکھنے کے لیے اسے آن کریں۔,Phone ki Location/GPS band hai. Location on karein.,Shown when location permission is granted but the device's location service itself is disabled
locationTurnOnAction,Uncategorised,Turn On Location,لوکیشن آن کریں,Location On Karein,Button that opens the location-services settings screen
locationUnavailableRetryMessage,Uncategorised,Unable to get your location. Please try again.,لوکیشن حاصل نہیں ہو سکی۔ دوبارہ کوشش کریں۔,Location hasil nahi ho saki. Dobara koshish karein.,Shown when a location fix could not be obtained (timeout/failure) despite permission and GPS both being available
locationStaleMessage,Uncategorised,Your current location is required. Please update your location.,آپ کی موجودہ لوکیشن ضروری ہے۔ براہ کرم اپنی لوکیشن اپ ڈیٹ کریں۔,Aapki maujooda location zaroori hai. Location update karein.,Shown when a cached worker location is too old to use for live job/discovery decisions
cameraPermissionDeniedMessage,Uncategorised,Allow camera permission to continue.,جاری رکھنے کے لیے کیمرہ کی اجازت دیں۔,Camera use karne ke liye permission allow karein.,Shown when camera permission is denied or permanently denied
galleryPermissionDeniedMessage,Uncategorised,Allow photo access to select files.,تصاویر منتخب کرنے کے لیے اجازت دیں۔,Photos select karne ke liye permission allow karein.,Shown when photo library/gallery permission is denied or permanently denied
unsupportedFileMessage,Uncategorised,This file type is not supported. Select another file.,یہ فائل سپورٹڈ نہیں ہے۔ دوسری فائل منتخب کریں۔,Ye file supported nahi hai. Doosri file select karein.,Shown when a picked file's type is not accepted by the upload target
fileTooLargeMessage,Uncategorised,The file is too large. Select a smaller file.,فائل کا سائز زیادہ ہے۔ چھوٹی فائل منتخب کریں۔,File size zyada hai. Choti file select karein.,Shown when a picked file exceeds the upload size limit
commonChooseAgain,Shared,Choose Again,دوبارہ منتخب کریں,Dobara Chunein,Button that reopens the file/photo picker after a failed selection
pageNotAvailableTitle,Uncategorised,Page Not Available,صفحہ دستیاب نہیں ہے,Page Available Nahi Hai,Title of the global screen shown for an unknown/invalid route
pageNotAvailableBody,Uncategorised,This page is no longer available.,یہ صفحہ اب دستیاب نہیں ہے۔,Ye page ab available nahi hai.,Body of the global screen shown for an unknown/invalid route
commonGoHome,Shared,Go to Home,ہوم پر جائیں,Home Par Jayein,Button that navigates back to the caller's role-appropriate home screen
resourceBookingUnavailable,Uncategorised,This booking is no longer available.,یہ بکنگ اب دستیاب نہیں ہے۔,Ye booking ab available nahi hai.,"Shown on the booking detail screen when the booking has been deleted, or is otherwise no longer accessible to this account (404/403 from the API)"
resourceJobUnavailable,Uncategorised,This job is no longer assigned to you.,یہ جاب اب آپ کو اسائن نہیں ہے۔,Ye job ab aapko assigned nahi hai.,Shown on the worker job detail screen when the job is no longer assigned to this worker (404/403 from the API)
resourceConversationUnavailable,Uncategorised,This conversation is no longer available.,یہ چیٹ اب دستیاب نہیں ہے۔,Ye chat ab available nahi hai.,"Shown on the chat detail screen when the conversation has been deleted, or is otherwise no longer accessible to this account (404/403 from the API)"
goToMyBookingsAction,Uncategorised,Go to My Bookings,میری بکنگز پر جائیں,My Bookings Par Jayein,Safe-navigation button on the client's booking-unavailable state
goToMyJobsAction,Uncategorised,Go to My Jobs,میری جابز پر جائیں,My Jobs Par Jayein,Safe-navigation button on the worker's job-unavailable state
goToChatsAction,Uncategorised,Go to Chats,چیٹس پر جائیں,Chats Par Jayein,Safe-navigation button on the chat-unavailable state
settingsSupportTitle,Settings / Profile,Support,سپورٹ,Support,Profile/Settings menu row that opens HandyGo Support (chat and/or phone)
settingsAboutTitle,Settings / Profile,About HandyGo,HandyGo کے بارے میں,HandyGo Ke Baare Mein,Profile/Settings menu row that opens the About HandyGo page and that page's title
settingsAppVersionTitle,Settings / About page,App Version,ایپ ورژن,App Version,Profile/Settings menu row label showing the running app version
aboutAppDescription,About HandyGo page,HandyGo connects clients with nearby verified Ustaads for home repair and maintenance services.,HandyGo کلائنٹس کو قریبی تصدیق شدہ اُستادوں سے گھر کی مرمت اور دیکھ بھال کی خدمات سے جوڑتا ہے۔,HandyGo clients ko nearby verified Ustaadon se ghar ki marammat aur maintenance ki khidmat ke liye jorta hai.,Short factual description shown on the About HandyGo page
aboutWebsiteLabel,About HandyGo page,Website,ویب سائٹ,Website,Label above the official HandyGo website link on the About page
aboutVersionValue,About HandyGo page / Settings,Version {version} ({build}),ورژن {version} ({build}),Version {version} ({build}),Runtime app version/build shown on the About page and Settings row
languageOnboardingTitle,Onboarding / Language selection,Choose Language,زبان منتخب کریں,Zabaan chunein,Heading of the onboarding language screen shown after the Welcome screen
languageOnboardingSubtitle,Onboarding / Language selection,Which language would you like to use the app in?,آپ کس زبان میں ایپ استعمال کرنا چاہتے ہیں؟,App kis zabaan mein chalayein?,Supporting line under the heading
languageOptionRomanUrduSubtitle,Onboarding / Language selection,"Simple words, easy to understand",آسان الفاظ، سمجھنے میں آسان,Aasan alfaaz mein,Supporting line on the Roman Urdu card
languageOptionEnglishSubtitle,Onboarding / Language selection,Full application in English,پوری ایپ انگریزی میں,Sab kuch English mein,Supporting line on the English card
serviceAppliancesRepair,Client home / Service categories,Appliances Repair,گھریلو آلات کی مرمت,Appliances Repair,Inspection-only service category (Rs. 500 inspection fee)
authClientLoginHeading,Client authentication,Welcome Back,خوش آمدید,Khush aamdeed,Client login heading
authClientLoginSubtitle,Client authentication,Login with your mobile number and password.,موبائل نمبر اور پاس ورڈ سے لاگ ان کریں۔,Apna number aur password daalein.,Client login supporting line
authClientPasswordShow,Client authentication,Show,دکھائیں,Dikhayein,In-field action that reveals the typed password
authClientPasswordHide,Client authentication,Hide,چھپائیں,Chupayein,Action that obscures a currently visible password
authClientForgotPassword,Client authentication,Forgot Password?,پاس ورڈ بھول گئے؟,Password bhool gaye?,Client login link to password reset
authClientLoginButton,Client authentication,Login,لاگ ان,Login,Client login primary button
authClientLoginAction,Client authentication,Login,لاگ ان کریں,Login karein,Client registration footer action back to login
authClientOtpLoginButton,Client authentication,Login with OTP,OTP سے لاگ ان کریں,Code se login karein,"Client login secondary button, opens OTP login"
authClientOtpHelp,Client authentication,An OTP will be sent to your registered mobile number.,OTP آپ کے رجسٹرڈ موبائل نمبر پر بھیجا جائے گا۔,Code aap ke number par SMS aa jayega.,Helper line under the OTP login button
authClientNewHere,Client authentication,New here?,نئے ہیں؟,Naye hain?,Client login footer prompt before Create Account
authClientRegisterSubtitle,Client authentication,"Create your account once. After that, login with your mobile number and password.",صرف ایک بار۔ اس کے بعد موبائل نمبر اور پاس ورڈ سے لاگ ان کریں۔,Sirf aik dafa. Aage se number aur password kaafi.,Client registration step 1 supporting line
authClientCreatePasswordLabel,Client authentication,Create password,پاس ورڈ بنائیں,Password banayein,Client registration new-password label
authClientPasswordHint,Client authentication,At least 8 characters,کم از کم 8 حروف,Kam az kam 8 harf,Client registration new-password placeholder
authClientConfirmPasswordLabel,Client authentication,Confirm password,پاس ورڈ کی تصدیق کریں,Password dobara,Client registration confirm-password label
authClientConfirmPasswordHint,Client authentication,Enter your password again,پاس ورڈ دوبارہ لکھیں,Password dobara likhein,Client registration confirm-password placeholder
authClientAddressNotice,Client authentication,We do not need your address yet. We will ask for it when you make your first booking.,ابھی پتہ درکار نہیں۔ پہلی بکنگ کے وقت پوچھیں گے۔,Pata abhi nahi chahiye. Pehli booking par poochenge.,Client registration reassurance box about address
authClientHaveAccount,Client authentication,Already have an account?,پہلے سے اکاؤنٹ ہے؟,Pehle se account hai?,Client registration footer prompt before the login action
authClientVerifyHeading,Client authentication,Verify Mobile Number,موبائل نمبر کی تصدیق کریں,Verify Mobile Number,Client registration OTP heading
authClientVerifySentTo,Client authentication,A {count}-digit code was sent to +92 {phone}.,{count} ہندسوں کا کوڈ +92 {phone} پر بھیجا گیا۔,{count}-digit code +92 {phone} par bheja gaya.,count is the OTP length the backend issues; phone is the grouped national number
authClientResendPrompt,Client authentication,Didn't receive the code?,کوڈ نہیں ملا؟,Code nahi mila?,Client registration OTP resend prompt
authClientResendAction,Client authentication,Resend,دوبارہ بھیجیں,Dobara bhejein,Client registration OTP resend action
authClientVerifyButton,Client authentication,Verify & Create Account,تصدیق کرکے اکاؤنٹ بنائیں,Verify & Create Account,Client registration OTP primary button
authClientReadyHeading,Client authentication,Your account is ready,اکاؤنٹ تیار ہے,Account ready hai,Client registration success heading
authClientReadySubtitle,Client authentication,Welcome to HandyGo. You can now book a service.,HandyGo میں خوش آمدید۔ اب آپ سروس بک کر سکتے ہیں۔,Welcome to HandyGo. Ab aap service book kar sakte hain.,Client registration success supporting line
authClientAccountCardLabel,Client authentication,YOUR ACCOUNT,آپ کا اکاؤنٹ,AAP KA ACCOUNT,Label above the new account details on the success screen
authClientRoleCustomer,Client authentication,Customer,کسٹمر,Customer,Role shown beside the phone number on the success screen
authClientCreateAccountTitle,Client authentication,Create Account,اکاؤنٹ بنائیں,Account banayein,Client registration heading / login footer action
authClientFullNameLabel,Client authentication,Full name,پورا نام,Poora naam,Client full-name field label
authClientSendOtpButton,Client authentication,Send OTP,OTP بھیجیں,Code bhejein,Client registration primary button
authClientGoHome,Client authentication,Go to Home,ہوم پر جائیں,Go to Home,Client registration success primary button
authClientLoginWithPassword,Client authentication,Login with Password,پاس ورڈ سے لاگ ان کریں,Password se login karein,Client login action that returns the page to password mode
authClientNoAccountFound,Client authentication,No Client account was found for this number. Create an account.,اس نمبر کا کلائنٹ اکاؤنٹ نہیں ملا۔ اکاؤنٹ بنائیں۔,Is number ka Client account nahi mila. Account banayein.,Client OTP login: no Client account for this number
ustaadLoginBrandSubtitle,Ustaad authentication,Work with HandyGo,HandyGo کے ساتھ کام کریں,HandyGo par kaam lein,Supporting line beside the Ustaad header
ustaadLoginSubtitle,Ustaad authentication,Login with your mobile number to find work.,کام لینے کے لیے اپنے نمبر سے لاگ ان کریں۔,Kaam lene ke liye apne number se Login karein.,Ustaad login supporting line
ustaadLoginInfoBox,Ustaad authentication,Every Ustaad's CNIC is verified. Approval is usually completed within 24 hours after registration.,ہر استاد کا شناختی کارڈ تصدیق ہوتا ہے۔ رجسٹریشن کے بعد 24 گھنٹے میں منظوری۔,Har Ustaad ka CNIC verify hota hai. Registration ke baad 24 ghante mein approval.,Reassurance box on the Ustaad login screen
ustaadLoginNewPrompt,Ustaad authentication,New Ustaad?,نئے استاد ہیں؟,Naye Ustaad hain?,Ustaad login footer prompt before the register action
ustaadLoginRegisterAction,Ustaad authentication,Register,رجسٹر کریں,Register karein,Ustaad login footer action opening registration
ustaadRegisterHeader,Ustaad authentication,Ustaad registration,استاد رجسٹریشن,Ustaad registration,Header on Ustaad registration step 1
ustaadStepIndicator,Ustaad authentication,Step {current} / {total},مرحلہ {current} / {total},Step {current} / {total},Progress line under each Ustaad registration heading
ustaadStep1Heading,Ustaad authentication,Enter your details,اپنی تفصیلات دیں,Apni details dein,Ustaad registration step 1 heading
ustaadFullNameLabel,Ustaad authentication,Full Name · As shown on CNIC,پورا نام · شناختی کارڈ کے مطابق,Poora Naam · CNIC ke mutabiq,Ustaad registration full-name label
ustaadFullNameHint,Ustaad authentication,For example: Kamran Sheikh,مثلاً: کامران شیخ,Maslan: Kamran Sheikh,Ustaad registration full-name placeholder
ustaadCnicLabel,Ustaad authentication,CNIC Number,شناختی کارڈ نمبر,CNIC Number,Ustaad registration CNIC label
ustaadCreatePasswordLabel,Ustaad authentication,Create Password,پاس ورڈ بنائیں,Password banayein,Ustaad registration password label
ustaadSendOtpButton,Ustaad authentication,Send OTP,OTP بھیجیں,OTP bhejein,Ustaad registration step 1 primary button
ustaadVerificationHeader,Ustaad authentication,Verification,تصدیق,Verification,Header on the Ustaad OTP and CNIC steps
ustaadStep2Heading,Ustaad authentication,Verify your number,اپنا نمبر تصدیق کریں,Number verify karein,Ustaad registration step 2 heading
ustaadStep2Subtitle,Ustaad authentication,Code sent to +92 {phone} · Step 2 / 4,کوڈ +92 {phone} پر بھیجا گیا · مرحلہ 2 / 4,+92 {phone} par code bheja · Step 2 / 4,Ustaad registration step 2 supporting line
ustaadVerifyButton,Ustaad authentication,Verify,تصدیق کریں,Verify karein,Ustaad registration step 2 primary button
ustaadStep3Heading,Ustaad authentication,Profile and work,پروفائل اور کام,Profile aur kaam,Ustaad registration step 3 heading
ustaadPhotoTitle,Ustaad authentication,Add your photo,اپنی تصویر لگائیں,Apni photo lagayein,Ustaad registration profile-photo card title
ustaadPhotoSubtitle,Ustaad authentication,This is the photo customers see,گاہک کو یہی تصویر دکھتی ہے,Customer ko yehi photo dikhti hai,Ustaad registration profile-photo card subtitle
ustaadPhotoPlaceholder,Ustaad authentication,PHOTO,تصویر,PHOTO,Placeholder text inside the empty profile-photo circle
ustaadPhotoUpload,Ustaad authentication,Upload,اپ لوڈ,Upload,Ustaad registration profile-photo upload button
ustaadSkillsTitle,Ustaad authentication,What work do you do?,آپ کیا کام کرتے ہیں؟,Aap kya kaam karte hain?,Ustaad registration skills section title
ustaadExperienceTitle,Ustaad authentication,How many years of experience?,کتنے سال کا تجربہ؟,Kitne saal ka tajurba?,Ustaad registration experience section title
ustaadAddressTitle,Ustaad authentication,Home address,گھر کا پتہ,Ghar ka address,Ustaad registration home-address section title
ustaadAddressSubtitle,Ustaad authentication,Where you live — for verification. Customers never see this.,جہاں آپ رہتے ہیں — تصدیق کے لیے۔ گاہک کو یہ کبھی نہیں دکھتا۔,Jahan aap rehte hain — verification ke liye. Customer ko ye kabhi nahi dikhta.,Ustaad registration home-address privacy note
ustaadAreaLabel,Ustaad authentication,Area,علاقہ,Area,Ustaad registration address area label
ustaadAreaHint,Ustaad authentication,For example: Saddar,مثلاً: صدر,Maslan: Saddar,Ustaad registration address area placeholder
ustaadStreetLabel,Ustaad authentication,Street,گلی,Street,Ustaad registration address street label
ustaadHouseLabel,Ustaad authentication,House / Flat number,گھر / فلیٹ نمبر,Ghar / Flat number,Ustaad registration address house label
ustaadLandmarkLabel,Ustaad authentication,Landmark · optional,نشانی · اختیاری,Nishani · optional,Ustaad registration address landmark label
ustaadLandmarkHint,Ustaad authentication,Opposite the mosque,مسجد کے سامنے,Masjid ke saamne,Ustaad registration address landmark placeholder
ustaadStep4Heading,Ustaad authentication,CNIC verification,شناختی کارڈ کی تصدیق,CNIC verification,Ustaad registration step 4 heading
